shooter_id,date,rifle_id,range_yd,mv_fps,mv_sd,wind_mph,wind_dir_deg,DA_ft,temp_F,pressure_inHg,rh_pct,group_moa,target_size_moa,shot_id,outcome,true_prob,rest_bipod,rest_offhand,rest_prone_bag,rest_tripod,range_sq,wind_sq,range_x_wind,group_x_range,range_x_target,wind_cross_mph,wind_head_mph
josh,2025-09-02,7mmPRC,400,3000.7,10.8,26.1,103,8358,49.6,24.75,19.8,0.53,1.5,2025-09-02-0399,1,0.7636,True,False,False,False,160000,681.21,10440.0,212.0,600.0,-5.871222518374878,25.43105869089464
josh,2025-11-01,6.5PRC,700,2741.4,7.9,12.6,41,8080,54.5,24.83,19.4,1.1,2.0,2025-11-01-0144,1,0.6606,True,False,False,False,490000,158.76,8820.0,770.0000000000001,1400.0,9.509340710806928,8.266343765280391
not josh,2025-10-15,7mmPRC,500,2972.1,11.1,48.6,30,8251,54.9,24.77,26.2,0.5,2.0,2025-10-15-0043,0,0.3497,False,False,True,False,250000,2361.96,24300.0,250.0,1000.0,42.088834623923724,24.299999999999997
not josh,2025-10-09,6.5PRC,500,2740.9,12.1,4.8,117,7326,55.0,24.76,5.5,0.83,1.0,2025-10-09-0472,1,0.7924,False,False,True,False,250000,23.04,2400.0,415.0,500.0,-2.1791543987498243,4.276831316104166
josh,2025-10-09,7mmPRC,800,2973.8,13.8,23.7,339,7851,49.8,24.64,7.3,0.87,2.0,2025-10-09-0130,0,0.4021,False,False,True,False,640000,561.6899999999999,18960.0,696.0,1600.0,22.125856107983676,-8.493320404223628
josh,2025-09-15,7mmPRC,800,3001.1,7.2,17.7,318,7879,50.2,24.89,18.1,0.92,2.0,2025-09-15-0029,0,0.5395,True,False,False,False,640000,313.28999999999996,14160.0,736.0,1600.0,13.153663410949878,-11.84361173255179
josh,2025-09-26,7mmPRC,500,3038.3,11.1,25.2,329,7810,50.4,24.76,14.7,0.85,1.0,2025-09-26-0545,1,0.6016,True,False,False,False,250000,635.04,12600.0,425.0,500.0,21.600615977693224,-12.978959487733373
josh,2025-09-06,7mmPRC,600,2973.9,8.6,23.4,209,8387,50.6,24.3,9.2,0.84,1.0,2025-09-06-0445,1,0.5872,False,False,True,False,360000,547.56,14040.0,504.0,600.0,-20.466101147061863,-11.344545113764283
not josh,2025-10-19,7mmPRC,600,2993.9,9.5,16.5,128,8193,50.7,24.59,16.5,0.63,1.0,2025-10-19-0100,1,0.6445,False,False,False,False,360000,272.25,9900.0,378.0,600.0,-10.158414342873362,13.002177434510914
josh,2025-10-12,6.5PRC,400,2750.8,10.9,31.5,50,7362,55.2,24.71,13.6,0.89,1.0,2025-10-12-0003,1,0.5936,True,False,False,False,160000,992.25,12600.0,356.0,400.0,20.24780970512599,24.130399958247807
not josh,2025-09-26,7mmPRC,800,2989.6,8.0,9.9,283,8088,55.2,24.68,29.3,0.47,1.5,2025-09-26-0573,0,0.6348,False,False,False,False,640000,98.01,7920.0,376.0,1200.0,2.227015438004263,-9.64626364137383
josh,2025-10-23,6.5PRC,300,2755.5,18.3,31.5,149,8139,55.4,24.6,16.9,1.09,1.0,2025-10-23-0557,1,0.6032,False,False,False,False,90000,992.25,9450.0,327.0,300.0,-27.000769972116537,16.223699359666714
josh,2025-10-06,7mmPRC,500,2994.4,10.7,18.0,44,7656,51.0,24.58,5.5,1.19,1.0,2025-10-06-0138,0,0.6517,True,False,False,False,250000,324.0,9000.0,595.0,500.0,12.948116406095721,12.50385066826195
josh,2025-11-01,6.5PRC,400,2747.6,7.1,19.2,141,7679,51.2,24.52,35.9,1.01,1.0,2025-11-01-0508,0,0.7897,False,False,True,False,160000,368.64,7680.0,404.0,400.0,-14.921202459973841,12.082951508156878
not josh,2025-09-13,7mmPRC,400,2983.3,7.9,31.2,141,7915,55.5,24.77,15.5,1.01,0.75,2025-09-13-0585,1,0.4973,False,False,False,True,160000,973.4399999999999,12480.0,404.0,300.0,-24.246953997457492,19.634796200754927
josh,2025-11-03,7mmPRC,400,2967.2,13.3,35.1,359,7736,55.5,25.02,25.5,0.59,1.0,2025-11-03-0233,0,0.5474,False,False,False,True,160000,1232.01,14040.0,236.0,400.0,35.094654099989334,-0.612579465948653
not josh,2025-09-11,6.5PRC,700,2749.3,13.2,21.6,83,7792,51.6,24.8,27.1,0.87,0.75,2025-09-11-0530,1,0.3454,False,False,True,False,490000,466.56000000000006,15120.000000000002,609.0,525.0,2.632377817551186,21.438996875452556
josh,2025-10-21,7mmPRC,1000,2994.2,13.9,41.4,153,8316,55.5,24.67,17.0,0.96,1.0,2025-10-21-0406,0,0.0586,True,False,False,False,1000000,1713.9599999999998,41400.0,960.0,1000.0,-36.88767010139843,18.79520668921724
not josh,2025-09-30,6.5PRC,500,2758.7,13.5,9.9,251,8026,55.6,24.3,5.0,0.75,0.5,2025-09-30-0198,1,0.678,True,False,False,False,250000,98.01,4950.0,375.0,250.0,-3.2231247291258507,-9.360633898433237
josh,2025-09-01,6.5PRC,500,2747.2,9.5,31.2,79,7757,55.8,24.89,26.7,0.92,0.75,2025-09-01-0249,1,0.4896,True,False,False,False,250000,973.4399999999999,15600.0,460.0,375.0,5.953240655748202,30.626768123567114
josh,2025-11-03,6.5PRC,400,2748.4,8.2,14.7,243,8601,56.0,24.51,13.0,0.94,0.75,2025-11-03-0212,0,0.7857,False,False,False,True,160000,216.08999999999997,5880.0,376.0,300.0,-6.6736603461713395,-13.097795905569006
not josh,2025-10-13,7mmPRC,500,2978.8,9.0,24.3,22,7789,51.9,24.74,24.1,0.94,0.75,2025-10-13-0345,1,0.5492,False,False,True,False,250000,590.49,12150.0,470.0,375.0,22.530567665972935,9.102940220006662
josh,2025-10-27,7mmPRC,800,2973.2,10.6,48.9,97,8208,56.0,24.57,30.8,0.7,1.0,2025-10-27-0456,0,0.0809,False,True,False,False,640000,2391.21,39120.0,560.0,800.0,-5.959410892511706,48.535506815260646
not josh,2025-09-22,6.5PRC,500,2767.8,12.9,10.5,184,8172,56.1,24.62,22.0,0.91,0.75,2025-09-22-0433,1,0.6713,True,False,False,False,250000,110.25,5250.0,455.0,375.0,-10.474422527728153,-0.7324429743133154
josh,2025-10-14,6.5PRC,800,2764.5,10.9,34.2,61,7539,56.1,24.99,34.9,0.8,1.5,2025-10-14-0575,1,0.2699,False,False,False,False,640000,1169.64,27360.000000000004,640.0,1200.0,16.58048901242473,29.91199398416734
josh,2025-09-23,6.5PRC,900,2747.6,9.0,7.2,5,7206,56.1,24.81,7.1,0.94,0.75,2025-09-23-0139,0,0.4774,False,False,True,False,810000,51.84,6480.0,846.0,675.0,7.172601826260568,0.6275213477831388
not josh,2025-09-22,6.5PRC,700,2751.1,11.2,27.6,8,7772,52.0,25.24,15.5,0.82,0.5,2025-09-22-0134,0,0.2786,False,False,True,False,490000,761.7600000000001,19320.0,574.0,350.0,27.331398697267343,3.8411775864978064
not josh,2025-09-15,7mmPRC,900,2981.0,8.2,28.2,350,8345,52.2,25.18,24.2,0.96,1.0,2025-09-15-0593,0,0.1865,False,False,False,False,810000,795.24,25380.0,864.0,900.0,27.771578634944266,-4.896878610207437
josh,2025-11-02,7mmPRC,800,2971.5,7.0,39.9,70,8449,56.2,25.07,27.5,0.8,1.0,2025-11-02-0513,0,0.1932,True,False,False,False,640000,1592.01,31920.0,640.0,800.0,13.646603718694186,37.49373556935774
josh,2025-09-12,7mmPRC,700,2994.6,4.9,39.0,134,8209,56.3,24.63,26.2,0.69,1.0,2025-09-12-0427,0,0.3332,False,False,True,False,490000,1521.0,27300.0,482.99999999999994,700.0,-27.0916764479009,28.05425221320739
josh,2025-10-27,6.5PRC,400,2748.3,10.2,36.6,119,7443,56.5,24.84,13.0,1.24,0.75,2025-10-27-0304,0,0.4689,False,False,True,False,160000,1339.5600000000002,14640.0,496.0,300.0,-17.744032101015936,32.01108128130189
josh,2025-09-04,6.5PRC,600,2746.2,4.2,8.7,334,6975,56.5,24.76,15.8,1.17,0.5,2025-09-04-0102,1,0.7132,True,False,False,False,360000,75.68999999999998,5220.0,702.0,300.0,7.8195082028027505,-3.8138289770649765
josh,2025-11-02,7mmPRC,500,2991.1,6.5,20.4,312,8462,52.3,24.85,19.9,0.74,1.0,2025-11-02-0563,1,0.7608,False,False,False,False,250000,416.15999999999997,10200.0,370.0,500.0,13.650264369720698,-15.160154439738848
josh,2025-10-20,6.5PRC,400,2758.7,15.7,29.7,301,7687,52.4,24.72,17.5,0.87,2.0,2025-10-20-0091,0,0.6481,True,False,False,False,160000,882.0899999999999,11880.0,348.0,800.0,15.296630824828608,-25.457868830852735
josh,2025-09-21,6.5PRC,700,2749.4,15.3,25.5,39,8094,52.5,24.56,10.3,0.8,1.5,2025-09-21-0010,1,0.415,False,False,True,False,490000,650.25,17850.0,560.0,1050.0,19.81722201715276,16.047669971770855
josh,2025-11-01,7mmPRC,400,2996.8,8.5,18.3,192,8254,52.6,24.38,29.2,0.9,1.0,2025-11-01-0403,1,0.7894,True,False,False,False,160000,334.89000000000004,7320.0,360.0,400.0,-17.900101093428642,-3.8047839419649994
josh,2025-10-27,6.5PRC,500,2745.1,6.9,21.3,214,7883,52.6,24.91,14.2,1.07,1.0,2025-10-27-0221,0,0.6604,True,False,False,False,250000,453.69000000000005,10650.0,535.0,500.0,-17.65850029542239,-11.910808843926905
not josh,2025-09-25,6.5PRC,400,2755.7,6.5,15.6,168,8211,52.7,25.25,20.0,1.03,2.0,2025-09-25-0064,1,0.8148,True,False,False,False,160000,243.35999999999999,6240.0,412.0,800.0,-15.259102571447368,3.2434223767570454
josh,2025-10-24,6.5PRC,600,2756.9,5.8,38.1,78,7702,56.9,24.7,14.2,1.09,1.0,2025-10-24-0094,0,0.3096,False,False,False,True,360000,1451.6100000000001,22860.0,654.0,600.0,7.9214354201566355,37.26742358795799
josh,2025-10-18,7mmPRC,500,3011.5,8.6,23.1,193,8097,52.7,25.11,33.9,0.94,1.0,2025-10-18-0483,1,0.6683,False,False,True,False,250000,533.61,11550.0,470.0,500.0,-22.507948496538937,-5.196369355343281
not josh,2025-10-10,7mmPRC,300,2997.4,5.5,24.3,334,8244,53.0,24.89,12.2,0.95,1.5,2025-10-10-0128,1,0.7905,True,False,False,False,90000,590.49,7290.0,285.0,450.0,21.840695325069753,-10.65241886697459
not josh,2025-10-09,6.5PRC,600,2750.3,11.6,23.7,331,8092,53.1,24.53,39.8,0.83,1.5,2025-10-09-0323,1,0.4764,True,False,False,False,360000,561.6899999999999,14220.0,498.0,900.0,20.72848705920368,-11.489987999838185
josh,2025-10-28,6.5PRC,300,2751.1,10.0,23.4,83,7626,53.3,25.1,18.9,0.79,1.0,2025-10-28-0187,1,0.8146,False,False,True,False,90000,547.56,7020.0,237.0,300.0,2.851742635680451,23.22557994840693
not josh,2025-10-04,7mmPRC,800,2981.4,7.0,22.5,55,8324,53.4,24.49,11.3,1.11,0.75,2025-10-04-0288,0,0.2966,False,False,False,False,640000,506.25,18000.0,888.0000000000001,600.0,12.905469817898537,18.430920996502316
not josh,2025-09-18,7mmPRC,900,2994.0,12.7,8.4,309,8186,57.4,24.88,32.4,0.58,0.5,2025-09-18-0478,0,0.3967,False,False,False,False,810000,70.56,7560.0,522.0,450.0,5.286291284818636,-6.528026076238555
josh,2025-09-02,6.5PRC,800,2742.8,8.3,22.5,198,7786,53.4,24.86,5.0,0.8,1.0,2025-09-02-0492,1,0.3019,False,True,False,False,640000,506.25,18000.0,640.0,800.0,-21.398771616640957,-6.952882373436314
josh,2025-09-18,7mmPRC,900,2978.2,12.1,6.0,1,8519,57.5,24.78,5.0,0.82,2.0,2025-09-18-0405,1,0.5952,False,False,True,False,810000,36.0,5400.0,738.0,1800.0,5.999086170938348,0.10471443862370107
not josh,2025-09-19,7mmPRC,400,2981.2,10.5,27.0,50,8173,53.5,24.96,17.6,0.79,1.0,2025-09-19-0132,0,0.6113,True,False,False,False,160000,729.0,10800.0,316.0,400.0,17.35526546153656,20.683199964212406
not josh,2025-10-26,7mmPRC,600,3001.6,10.7,21.0,162,8150,53.6,25.33,25.6,0.76,1.0,2025-10-26-0186,1,0.5309,False,False,True,False,360000,441.0,12600.0,456.0,600.0,-19.972186842198223,6.489356881873897
not josh,2025-10-19,6.5PRC,300,2750.3,6.2,21.6,220,7612,54.0,24.65,17.1,1.06,0.5,2025-10-19-0517,0,0.7292,True,False,False,False,90000,466.56000000000006,6480.0,318.0,150.0,-16.546559971369927,-13.88421236922925
josh,2025-10-03,6.5PRC,700,2761.1,9.1,18.3,170,7942,54.2,24.85,9.4,0.77,0.5,2025-10-03-0368,1,0.5299,False,False,False,False,490000,334.89000000000004,12810.0,539.0,350.0,-18.02198188012341,3.177761651304824
josh,2025-10-19,7mmPRC,300,3006.6,9.6,12.0,351,8291,57.8,25.49,22.9,0.77,1.0,2025-10-19-0278,0,0.9077,False,False,False,False,90000,144.0,3600.0,231.0,300.0,11.852260087141651,-1.8772135804827732
not josh,2025-09-11,7mmPRC,700,2995.5,12.7,2.4,348,8612,57.9,24.42,5.0,0.54,0.75,2025-09-11-0515,1,0.5882,False,True,False,False,490000,5.76,1680.0,378.0,525.0,2.3475542417611335,-0.4989880579626237
not josh,2025-10-22,7mmPRC,500,2988.2,10.2,36.0,131,7882,58.1,25.1,12.6,0.69,1.0,2025-10-22-0024,1,0.4373,False,False,False,False,250000,1296.0,18000.0,345.0,500.0,-23.618125043658257,27.169544888019797
josh,2025-09-28,7mmPRC,900,2974.3,2.9,24.3,67,7864,54.2,24.93,13.6,0.9,0.5,2025-09-28-0124,0,0.2822,True,False,False,False,810000,590.49,21870.0,810.0,450.0,9.494766422289352,22.368267938894302
josh,2025-10-03,6.5PRC,700,2746.3,11.4,16.2,282,7691,54.3,24.56,24.9,0.86,0.75,2025-10-03-0005,1,0.5263,False,False,True,False,490000,262.44,11340.0,602.0,525.0,3.3681693912477026,-15.845991131887649
josh,2025-10-20,7mmPRC,400,2998.5,12.1,5.1,270,7952,58.3,24.95,14.8,0.68,1.0,2025-10-20-0546,1,0.8897,True,False,False,False,160000,26.009999999999998,2039.9999999999998,272.0,400.0,-9.36854801347725e-16,-5.1
josh,2025-11-03,7mmPRC,600,2970.4,6.5,21.3,118,8074,55.0,24.54,34.0,0.57,0.75,2025-11-03-0466,1,0.6422,True,False,False,False,360000,453.69000000000005,12780.0,341.99999999999994,450.0,-9.999744287339476,18.806783727895144
josh,2025-10-11,7mmPRC,700,3011.7,6.9,26.7,151,7813,55.0,24.7,24.6,1.05,2.0,2025-10-11-0410,1,0.4607,False,False,False,True,490000,712.89,18690.0,735.0,1400.0,-23.352346180621865,12.944416860577203
josh,2025-09-04,7mmPRC,700,2990.6,11.1,35.1,56,8473,58.5,25.08,22.3,0.98,1.0,2025-09-04-0250,1,0.2743,False,False,True,False,490000,1232.01,24570.0,686.0,700.0,19.627670911823213,29.099218796681967
josh,2025-09-06,7mmPRC,500,2993.8,6.4,26.1,24,8563,55.1,24.46,19.8,0.67,1.5,2025-09-06-0044,1,0.7098,True,False,False,False,250000,681.21,13050.0,335.0,750.0,23.843536444471884,10.615826384278385
not josh,2025-09-07,7mmPRC,400,2985.2,8.0,14.1,279,8326,58.6,24.67,13.4,0.61,0.75,2025-09-07-0194,1,0.8161,False,False,True,False,160000,198.81,5640.0,244.0,300.0,2.2057259570672523,-13.926405602391442
josh,2025-09-11,7mmPRC,500,3004.4,6.3,27.3,133,7889,55.4,24.66,26.0,0.71,1.5,2025-09-11-0268,1,0.6898,True,False,False,False,250000,745.2900000000001,13650.0,355.0,750.0,-18.618555229706207,19.965956054203357
not josh,2025-09-22,6.5PRC,700,2764.9,12.4,12.6,228,7646,58.6,24.64,25.0,1.02,0.75,2025-09-22-0330,1,0.4591,False,False,True,False,490000,158.76,8820.0,714.0,525.0,-8.431045640121612,-9.363624801015169
josh,2025-09-21,6.5PRC,700,2762.3,8.7,17.1,214,8149,55.4,25.02,24.3,0.88,0.75,2025-09-21-0215,0,0.5181,True,False,False,False,490000,292.41,11970.000000000002,616.0,525.0,-14.176542490691215,-9.562198649349769
josh,2025-10-30,7mmPRC,300,2978.6,4.6,5.1,93,8088,58.7,24.62,26.5,0.84,1.0,2025-10-30-0486,1,0.9399,True,False,False,False,90000,26.009999999999998,1530.0,252.0,300.0,-0.26691337683901356,5.093010627248326
josh,2025-11-01,6.5PRC,500,2768.9,11.3,35.1,204,7150,58.7,24.88,22.2,1.14,1.0,2025-11-01-0476,0,0.4177,False,False,True,False,250000,1232.01,17550.0,570.0,500.0,-32.06544556325529,-14.276456171960588
josh,2025-09-27,7mmPRC,500,2995.9,9.5,17.4,4,8209,56.2,24.64,17.1,0.89,1.0,2025-09-27-0133,1,0.7175,True,False,False,False,250000,302.75999999999993,8700.0,445.0,500.0,17.35761447452094,1.2137626431477802
josh,2025-09-09,7mmPRC,500,3010.4,7.0,27.6,284,8293,56.2,24.95,27.8,0.92,1.0,2025-09-09-0267,1,0.6282,False,False,True,False,250000,761.7600000000001,13800.0,460.0,500.0,6.677044318550822,-26.78016204521751
not josh,2025-09-26,7mmPRC,700,2994.2,9.8,21.6,15,8144,56.5,24.58,41.5,0.81,0.75,2025-09-26-0524,0,0.4038,False,False,True,False,490000,466.56000000000006,15120.000000000002,567.0,525.0,20.863997847843876,5.590491374214448
not josh,2025-10-15,7mmPRC,1000,2985.3,6.8,26.1,257,8204,56.5,25.01,9.0,0.64,0.75,2025-10-15-0529,0,0.1693,False,False,True,False,1000000,681.21,26100.0,640.0,750.0,-5.871222518374884,-25.431058690894638
josh,2025-09-06,7mmPRC,700,2986.6,7.1,21.9,158,8427,56.6,24.7,18.0,0.6,0.75,2025-09-06-0252,1,0.5616,False,False,False,False,490000,479.60999999999996,15329.999999999998,420.0,525.0,-20.30532641501264,8.203884395808478
josh,2025-09-17,6.5PRC,900,2737.2,4.4,7.8,321,7723,59.0,24.64,20.8,0.86,1.0,2025-09-17-0497,1,0.5117,False,False,False,True,810000,60.839999999999996,7020.0,774.0,900.0,6.06173849936437,-4.908699050188735
josh,2025-09-29,7mmPRC,600,3010.7,4.4,34.5,172,8101,59.1,24.59,16.7,1.11,1.0,2025-09-29-0020,0,0.3793,False,False,False,True,360000,1190.25,20700.0,666.0000000000001,600.0,-34.16424837158418,4.801471983122254
josh,2025-10-07,7mmPRC,400,2995.8,9.0,8.1,316,8418,59.2,25.03,12.9,0.53,1.0,2025-10-07-0366,1,0.9103,False,False,False,False,160000,65.61,3240.0,212.0,400.0,5.826652382743072,-5.62673280071788
josh,2025-09-05,7mmPRC,500,3004.8,8.8,39.6,141,7608,59.2,24.79,12.7,1.33,0.75,2025-09-05-0265,0,0.3186,True,False,False,False,250000,1568.16,19800.0,665.0,375.0,-30.77498007369605,24.921087485573562
josh,2025-10-11,7mmPRC,800,2996.4,14.9,21.6,126,9109,56.6,24.85,16.0,0.92,1.5,2025-10-11-0211,0,0.3809,False,False,False,False,640000,466.56000000000006,17280.0,736.0,1200.0,-12.696161449517419,17.474767078498868
josh,2025-10-07,7mmPRC,800,2986.7,4.4,9.9,214,8044,59.2,25.15,25.4,0.67,1.5,2025-10-07-0389,0,0.6827,True,False,False,False,640000,98.01,7920.0,536.0,1200.0,-8.207471968294913,-5.536009744360392
not josh,2025-10-01,6.5PRC,600,2747.9,5.0,11.4,256,8051,59.3,24.74,12.5,0.91,2.0,2025-10-01-0255,0,0.7672,False,False,True,False,360000,129.96,6840.0,546.0,1200.0,-2.757909609836213,-11.06137127954636
josh,2025-09-18,6.5PRC,600,2754.0,9.4,30.0,86,7167,59.4,25.2,21.3,0.96,0.75,2025-09-18-0101,0,0.4274,False,False,True,False,360000,900.0,18000.0,576.0,450.0,2.092694212323757,29.926921507794727
not josh,2025-10-16,7mmPRC,600,2990.1,12.6,16.8,84,8056,56.8,24.91,15.2,0.74,1.0,2025-10-16-0586,1,0.5854,False,False,False,False,360000,282.24,10080.0,444.0,600.0,1.7560781828965781,16.707967842186992
josh,2025-10-08,7mmPRC,400,2979.8,5.9,15.0,292,8266,59.6,24.84,25.0,0.72,1.0,2025-10-08-0285,1,0.8551,True,False,False,False,160000,225.0,6000.0,288.0,400.0,5.619098901238679,-13.90775781850181
josh,2025-10-26,7mmPRC,700,3008.1,6.1,36.9,292,8069,59.6,24.91,14.0,0.96,0.75,2025-10-26-0521,0,0.2681,True,False,False,False,490000,1361.61,25830.0,672.0,525.0,13.82298329704715,-34.21308423351446
not josh,2025-10-21,6.5PRC,800,2737.9,12.3,16.2,22,7940,57.1,25.11,15.8,0.99,1.0,2025-10-21-0558,0,0.296,False,False,False,True,640000,262.44,12960.0,792.0,800.0,15.020378443981956,6.068626813337774
josh,2025-09-17,7mmPRC,700,2974.1,4.4,22.8,81,8668,57.2,25.06,23.5,0.94,1.0,2025-09-17-0237,0,0.4821,False,False,False,True,490000,519.84,15960.0,658.0,700.0,3.5667058029172654,22.519294165569143
josh,2025-11-03,6.5PRC,300,2737.9,14.9,51.0,323,7943,59.8,24.54,35.5,0.97,1.0,2025-11-03-0462,1,0.3214,False,False,False,True,90000,2601.0,15300.0,291.0,300.0,40.730411012411935,-30.69256618075446
not josh,2025-09-18,6.5PRC,800,2760.1,14.4,21.6,16,7183,57.2,24.96,10.3,0.91,0.5,2025-09-18-0157,0,0.2117,True,False,False,False,640000,466.56000000000006,17280.0,728.0,400.0,20.76325263226769,5.953766885647182
not josh,2025-09-06,7mmPRC,900,2997.5,5.2,45.3,162,8397,59.8,25.12,21.6,0.84,1.0,2025-09-06-0135,0,0.082,True,False,False,False,810000,2052.0899999999997,40770.0,756.0,900.0,-43.08286018817045,13.998469845185122
not josh,2025-10-15,7mmPRC,600,2966.0,13.6,9.3,148,8481,59.9,24.33,24.5,1.08,1.0,2025-10-15-0379,1,0.5883,True,False,False,False,360000,86.49000000000001,5580.0,648.0,600.0,-7.886847294254762,4.928249157368806
josh,2025-10-26,7mmPRC,800,3001.1,9.8,6.3,347,8455,59.9,24.69,27.5,0.82,0.75,2025-10-26-0512,0,0.6212,False,False,False,False,640000,39.69,5040.0,656.0,600.0,6.1385314081469815,-1.4171916423663515
josh,2025-09-08,7mmPRC,500,2990.2,10.2,18.9,258,8294,57.5,24.48,20.1,0.63,0.75,2025-09-08-0246,1,0.7113,True,False,False,False,250000,357.2099999999999,9450.0,315.0,375.0,-3.9295309564556598,-18.486989653868925
josh,2025-09-20,7mmPRC,1000,2991.4,7.3,21.9,58,8764,57.5,24.88,17.7,0.87,2.0,2025-09-20-0062,0,0.2966,True,False,False,False,1000000,479.60999999999996,21900.0,870.0,2000.0,11.605231886707186,18.57225330582573
josh,2025-10-21,6.5PRC,800,2749.3,12.6,17.7,219,8049,57.6,24.65,16.0,0.71,1.0,2025-10-21-0407,1,0.3889,False,False,False,True,640000,313.28999999999996,14160.0,568.0,800.0,-13.755483517788383,-11.138970921582125
not josh,2025-10-13,7mmPRC,600,2986.1,5.8,27.9,98,8102,57.7,24.74,42.4,0.4,0.5,2025-10-13-0318,0,0.5205,False,False,False,False,360000,778.41,16740.0,240.0,300.0,-3.8829295167858233,27.62847911788981
josh,2025-10-28,6.5PRC,800,2749.4,9.4,15.9,22,8166,57.7,24.71,16.5,1.06,0.75,2025-10-28-0001,1,0.3973,True,False,False,False,640000,252.81,12720.0,848.0,600.0,14.742223287611921,5.956244835313001
josh,2025-10-14,7mmPRC,500,3000.8,6.9,41.7,315,8105,60.3,24.95,20.2,0.79,2.0,2025-10-14-0419,1,0.5061,True,False,False,False,250000,1738.8900000000003,20850.0,395.0,1000.0,29.486352775479027,-29.48635277547904
josh,2025-09-14,7mmPRC,300,3000.4,11.7,31.5,84,7978,60.4,24.74,18.0,1.26,1.0,2025-09-14-0326,1,0.6496,False,False,True,False,90000,992.25,9450.0,378.0,300.0,3.2926465929310837,31.32743970410061
josh,2025-10-12,7mmPRC,700,2988.0,11.8,2.4,93,8058,60.4,25.18,5.0,0.83,1.0,2025-10-12-0564,1,0.7426,False,False,True,False,490000,5.76,1680.0,581.0,700.0,-0.12560629498306522,2.396710883410977
josh,2025-09-08,6.5PRC,700,2752.7,12.9,27.6,135,7323,58.1,24.95,5.0,0.74,1.0,2025-09-08-0089,0,0.3358,False,False,False,True,490000,761.7600000000001,19320.0,518.0,700.0,-19.516147160748712,19.516147160748712
josh,2025-09-23,7mmPRC,400,2979.5,13.8,36.6,201,8159,60.5,24.64,28.9,0.77,1.0,2025-09-23-0343,1,0.4873,False,False,False,True,160000,1339.5600000000002,14640.0,308.0,400.0,-34.16904360979758,-13.116266953357997
not josh,2025-10-10,7mmPRC,500,2997.3,9.5,39.0,311,8172,60.5,25.14,36.2,0.85,1.5,2025-10-10-0434,0,0.4051,False,False,True,False,250000,1521.0,19500.0,425.0,750.0,25.586302130629775,-29.433673628688116
josh,2025-10-06,7mmPRC,500,2981.1,11.8,24.3,357,8115,58.4,24.84,26.2,0.65,1.0,2025-10-06-0065,1,0.6729,False,False,False,False,250000,590.49,12150.0,325.0,500.0,24.266697694536145,-1.2717637367035481
josh,2025-10-23,6.5PRC,1000,2744.3,10.8,24.6,324,7712,58.4,24.75,21.5,1.24,0.75,2025-10-23-0019,1,0.1377,False,False,True,False,1000000,605.1600000000001,24600.0,1240.0,750.0,19.901818061623707,-14.459517206394846
josh,2025-09-06,6.5PRC,400,2738.7,8.4,24.9,26,7811,58.6,24.79,17.9,0.66,0.75,2025-09-06-0116,0,0.7452,False,False,True,False,160000,620.0099999999999,9960.0,264.0,300.0,22.379971752849258,10.915441555048027
not josh,2025-10-26,7mmPRC,600,2996.6,11.2,12.9,115,7900,60.6,24.83,5.0,0.81,0.75,2025-10-26-0147,1,0.6136,False,False,True,False,360000,166.41,7740.0,486.00000000000006,450.0,-5.451775576455021,11.691370452772786
not josh,2025-10-26,6.5PRC,700,2751.2,9.1,47.1,61,8394,60.7,24.81,16.3,1.17,1.5,2025-10-26-0231,0,0.118,True,False,False,False,490000,2218.4100000000003,32970.0,819.0,1050.0,22.83453311360248,41.19458820626554
not josh,2025-09-25,7mmPRC,1000,2966.1,4.5,13.8,358,7722,60.7,24.88,5.7,1.01,1.0,2025-09-25-0380,1,0.2975,False,False,False,False,1000000,190.44000000000003,13800.0,1010.0,1000.0,13.791593412863522,-0.48161305449451136
josh,2025-10-28,7mmPRC,400,2984.0,4.0,11.4,117,7893,60.8,24.75,16.6,0.97,2.0,2025-10-28-0068,1,0.9138,False,False,True,False,160000,129.96,4560.0,388.0,800.0,-5.175491697030833,10.157474375747395
not josh,2025-10-23,7mmPRC,300,2987.4,11.0,17.1,295,8376,58.7,24.61,10.4,1.14,0.75,2025-10-23-0177,1,0.6769,False,True,False,False,90000,292.41,5130.0,341.99999999999994,225.0,7.226772275765964,-15.497863158326714
josh,2025-10-05,7mmPRC,700,3001.9,10.3,18.6,237,8243,58.7,24.63,20.7,0.73,0.5,2025-10-05-0313,1,0.5143,False,False,True,False,490000,345.96000000000004,13020.000000000002,511.0,350.0,-10.130286051279503,-15.59927256378489
josh,2025-10-21,6.5PRC,300,2756.9,9.5,30.3,81,7894,60.9,24.83,24.5,0.89,0.75,2025-10-21-0398,0,0.7178,False,False,True,False,90000,918.09,9090.0,267.0,225.0,4.739964290718997,29.926956720032674
not josh,2025-09-20,7mmPRC,900,2998.5,8.8,10.2,287,8157,61.0,24.82,21.6,1.06,1.0,2025-09-20-0182,0,0.3445,True,False,False,False,810000,104.03999999999999,9180.0,954.0,900.0,2.9821913881719144,-9.75430851082296
not josh,2025-10-13,7mmPRC,300,3000.0,11.5,33.0,52,8361,61.1,24.7,11.9,1.11,1.0,2025-10-13-0485,0,0.5912,False,False,False,False,90000,1089.0,9900.0,333.00000000000006,300.0,20.316828685746724,26.004354869021828
